Win Num 1,Win Num 2,Win Num 3,Win Num 4,Win Num 5
19,22,34,66,69
14,24,50,59,64
25,27,41,53,68
18,21,25,46,64
6,15,24,67,68
1,4,13,35,58
2,27,31,44,64
14,16,42,48,64
22,24,40,52,64
16,34,46,55,67
47,54,57,60,65
9,35,54,63,64
12,26,27,43,47
19,30,37,44,46
1,7,46,47,63
10,12,22,36,50
1,12,20,33,66
16,27,59,62,63
2,21,26,40,42
8,11,19,24,46
22,30,37,44,45
9,25,27,53,66
11,19,29,63,68
9,14,20,23,63
1,26,32,46,51
25,38,42,66,67
4,13,35,61,69
4,6,25,55,68
20,22,26,28,63
25,30,32,33,55
3,4,12,22,28
1,25,27,38,62
9,11,17,19,55
32,34,37,39,47
19,21,37,50,65
10,15,21,67,69
6,13,20,35,54
18,42,44,62,65
23,24,33,51,64
2,11,48,58,65
10,25,27,34,38
3,16,40,48,60
3,4,12,28,49
25,27,36,37,63
7,10,11,13,24
5,8,9,17,41
2,9,43,55,57
23,35,45,66,67
2,24,34,53,58
7,23,24,32,43
17,24,48,62,68
15,26,31,38,61
4,17,35,49,61
19,25,34,57,68
6,28,39,43,54
2,38,44,50,62
5,11,33,35,63
36,39,52,57,69
2,12,45,61,64
3,20,36,42,64
2,3,16,23,68
21,32,42,46,50
16,21,29,53,66
2,31,45,46,49
15,45,64,67,68
2,4,54,61,62
21,33,35,62,64
24,38,39,48,56
12,21,44,50,58
9,38,48,52,68
17,23,32,38,63
18,34,37,45,51
1,26,28,55,58
3,15,20,23,46
21,24,33,55,69
15,20,33,36,43
31,39,47,51,53
21,26,30,45,47
3,38,55,61,66
16,53,54,57,65
2,15,30,35,49
19,21,55,66,68
17,36,47,63,68
4,11,21,38,64
23,25,35,63,64
1,33,34,56,59
9,36,41,44,59
9,10,36,46,52
11,22,24,51,60
3,5,9,42,52
16,30,31,54,68
11,19,21,29,52
4,9,24,46,66
19,26,36,43,58
15,17,18,47,57
27,28,37,50,57
1,27,32,47,67
14,20,30,54,69
16,18,33,37,50
3,10,24,46,63
11,20,33,43,58
26,27,43,61,69
2,13,29,58,69
10,16,18,40,66
2,9,28,36,53
16,28,49,51,55
11,24,58,66,67
11,19,39,44,65
3,17,26,38,54
8,21,31,32,37
31,32,54,60,63
17,26,37,61,65
10,23,30,54,65
52,58,59,64,66
5,11,22,23,69
2,8,15,19,58
31,43,58,59,66
1,4,12,36,49
2,18,23,27,47
9,17,20,38,40
12,31,47,58,60
5,14,19,46,64
6,15,22,42,47
4,14,33,39,61
24,26,39,47,57
4,8,46,47,48
18,43,48,60,69
35,36,44,45,67
12,32,56,67,68
7,9,12,31,62
18,37,44,50,64
26,32,38,45,56
17,41,47,60,61
17,37,46,54,67
12,15,24,34,59
7,37,55,65,67
33,56,64,66,68
36,51,59,66,68
16,31,50,55,61
9,23,47,49,68
6,28,44,59,61
35,45,47,54,55
6,13,33,36,37
4,19,24,47,66
29,30,32,48,50
15,30,47,50,51
1,2,31,39,66
1,6,40,51,67
7,28,62,63,64
28,34,51,53,56
19,35,53,54,67
16,20,44,57,58
7,14,24,30,56
28,45,53,56,69
2,11,22,35,60
13,19,36,39,59
19,31,40,46,57
19,36,37,46,56
18,23,35,45,54
19,25,48,55,60
6,8,15,27,42
19,30,36,46,60
32,37,40,58,62
14,30,41,42,59
3,6,11,17,22
13,43,53,60,68
26,30,33,37,62
2,16,22,55,63
8,21,22,65,69
6,10,24,33,67
13,20,31,33,59
3,9,21,24,29
6,33,34,45,54
7,15,36,46,67
5,25,36,51,61
9,10,20,22,52
6,14,16,34,66
38,42,56,68,69
3,16,30,33,36
4,7,32,55,64
18,27,49,65,69
7,8,19,24,28
13,36,43,61,69
2,18,56,60,65
6,24,35,37,44
12,27,34,55,67
5,9,11,16,66
23,28,41,50,55
20,24,47,50,63
19,24,35,43,62
29,44,59,61,68
32,45,51,57,58
8,15,46,56,68
9,21,56,57,66
15,21,31,36,65
4,17,57,58,68
1,25,44,55,57
25,37,38,39,65
39,41,54,59,62
10,20,23,49,65
14,34,36,50,58
3,18,23,32,57
22,23,36,47,63
4,26,34,37,52
14,22,42,46,52
32,36,49,62,69
15,16,24,31,56
9,10,37,59,62
8,40,49,58,63
11,13,18,30,37
6,12,20,27,32
6,10,31,48,56
3,44,61,63,69
10,19,40,45,58
19,28,41,42,51
2,27,42,44,51
18,20,26,53,69
22,39,43,62,64
2,10,35,44,46
14,16,36,52,60
11,41,56,57,63
27,28,51,68,69
2,39,50,61,66
19,28,39,42,57
1,33,37,39,42
14,15,25,52,58
40,41,58,64,65
7,15,22,36,64
6,40,41,45,52
5,7,61,63,69
18,30,35,52,56
4,5,6,28,67
37,39,55,63,69
18,27,33,39,44
14,21,37,44,63
11,36,61,62,68
12,18,20,39,61
10,39,47,49,56
20,30,45,55,56
8,33,55,59,62
15,21,32,62,65
14,16,41,63,68
5,7,24,31,34
6,42,45,47,64
2,32,39,46,69
6,28,47,58,59
3,7,21,31,37
11,18,39,58,62
2,10,50,59,61
31,32,37,38,48
1,15,26,63,65
8,9,18,48,52
3,28,34,35,58
21,28,32,44,49
13,22,34,51,67
10,43,55,59,67
8,23,37,52,63
19,37,48,61,63
7,21,39,47,55
15,32,36,48,64
6,17,21,35,64
2,36,37,45,69
3,10,15,33,42
22,30,40,42,48
16,25,27,49,55
8,10,21,41,62
2,17,33,51,63
5,15,38,47,65
5,16,27,39,61
18,29,33,62,63
10,15,51,61,69
2,15,38,54,65
4,11,38,49,69
11,29,30,47,53
8,14,33,36,67
11,15,43,55,61
9,24,35,46,65
3,18,37,51,59
12,21,22,30,33
14,17,18,21,27
20,21,36,60,65
6,14,25,33,46
2,13,32,33,48
6,12,39,48,50
2,6,9,33,39
36,38,45,62,64
27,29,45,55,58
7,16,19,48,68
2,13,23,34,66
2,6,24,51,61
19,20,40,42,59
10,30,37,53,59
3,25,44,53,64
3,7,33,50,69
3,21,38,50,59
10,40,45,56,67
12,15,38,57,63
18,26,28,38,47
8,32,55,64,66
10,16,32,63,65
7,20,29,38,67
40,43,48,59,69
3,16,48,52,60
5,31,34,51,53
8,15,26,35,45
19,25,43,46,48
21,46,47,57,62
8,30,48,57,64
1,2,24,50,57
9,25,34,44,45
5,23,28,43,56
3,6,26,35,51
10,27,29,44,58
10,30,51,57,63
7,29,36,41,43
30,32,48,53,63
30,31,41,42,48
23,29,47,59,60
11,20,33,39,65
12,17,30,45,62
1,17,52,58,64
12,22,54,66,69
28,38,42,47,52
2,7,11,17,32
21,22,39,44,60
22,23,37,62,63
20,40,47,55,63
37,51,54,58,60
5,36,39,45,57
1,4,18,46,62
37,40,50,61,63
20,31,38,40,49
9,22,41,47,61
11,20,22,33,54
32,35,40,52,54
10,20,29,48,51
3,15,45,51,61
12,22,26,46,59
27,39,54,56,59
17,36,47,60,61
16,28,36,39,59
35,36,51,55,61
6,21,49,65,67
12,18,20,29,30
7,24,36,54,60
5,21,32,36,58
1,21,22,34,47
25,30,53,59,60
1,4,11,59,67
27,28,44,67,68
15,22,38,54,66
33,46,52,59,62
1,5,29,54,62
8,21,30,49,57
26,40,41,55,65
24,29,50,65,66
8,31,39,43,60
13,20,40,51,63
4,22,35,38,39
19,29,34,44,50
8,25,34,38,41
19,28,46,50,54
44,52,54,64,69
6,7,11,66,67
11,13,22,27,46
2,8,21,34,62
3,19,27,37,40
11,13,55,56,69
4,10,37,39,69
1,19,20,38,54
12,17,20,21,26
16,23,28,40,63
35,36,47,61,63
22,36,48,59,61
21,25,32,63,67
10,21,26,41,49
13,30,33,45,61
14,16,23,50,53
27,35,39,51,66
1,12,17,39,53
3,10,44,55,68
6,14,38,39,65
4,9,17,27,38
1,6,22,42,61
34,38,42,61,62
5,11,51,56,61
17,18,37,44,53
11,31,50,52,58
21,40,44,50,55
2,28,31,44,52
4,33,43,53,65
4,8,22,32,58
1,15,21,32,46
20,28,33,63,68
15,39,58,63,67
1,16,48,49,65
5,37,40,64,66
1,2,7,52,61
17,33,35,42,52
5,8,17,27,28
40,53,60,68,69
14,20,39,65,67
4,19,23,25,49
14,26,38,45,46
1,20,22,60,66
3,4,11,41,67
3,43,45,61,65
10,24,27,35,53
6,13,38,39,53
27,32,34,43,52
4,23,37,61,67
17,54,56,63,69
11,14,31,47,48
3,4,6,48,53
28,31,40,41,46
8,12,18,44,51
2,57,58,60,65
51,54,57,60,69
4,5,17,43,52
7,15,18,32,45
13,15,17,45,63
14,16,37,48,58
23,32,33,45,49
2,6,40,42,55
11,28,37,40,53
18,20,27,45,65
1,3,13,44,56
6,10,31,37,44
21,37,52,53,58
5,18,23,40,50
6,24,30,53,56
18,31,36,43,47
14,18,36,49,67
11,21,27,36,62
8,17,49,52,59
11,14,23,47,57
10,17,31,51,53
16,17,20,53,67
27,52,55,60,64
15,21,22,27,47
1,4,11,20,69
5,21,22,29,43
8,12,19,47,58
19,30,36,42,66
13,23,47,55,58
5,12,34,45,56
2,6,18,36,37
2,3,14,40,51
7,14,17,57,65
6,25,36,43,48
7,29,35,40,45
5,21,36,61,62
16,25,36,44,55
13,16,32,58,59
27,47,61,62,69
14,19,61,62,64
3,10,34,36,62
16,21,27,60,61
15,28,52,53,63
9,36,49,56,62
15,22,27,33,46
10,31,41,63,67
7,10,63,64,68
2,12,32,50,65
10,33,41,52,54
1,17,38,68,69
1,3,26,41,64
13,32,41,58,60
38,58,59,64,68
2,8,18,21,23
18,34,40,42,50
8,12,26,39,42
39,53,54,56,57
12,18,42,48,65
7,8,35,50,65
13,16,33,58,68
2,20,49,61,67
1,3,21,47,57
1,33,35,40,69
4,44,46,56,63
10,12,33,36,41
22,29,30,42,47
2,37,39,48,54
8,31,39,40,43
33,35,45,48,60
7,40,48,55,66
5,9,27,39,42
2,23,40,59,69
15,27,44,59,63
9,23,26,30,32
4,29,49,50,67
7,15,21,33,62
18,43,58,60,68
24,44,46,50,51
8,27,29,36,47
25,37,39,61,62
10,12,15,19,56
16,32,35,36,46
14,47,54,55,68
35,49,50,59,66
23,30,35,41,57
12,33,54,57,60
9,12,15,31,60
2,9,17,36,67
11,33,44,59,67
20,24,38,56,68
39,41,53,55,68
3,21,23,31,59
2,4,7,43,56
1,11,21,25,54
49,53,57,59,62
20,23,39,59,60
2,4,16,30,46
19,31,35,50,67
14,18,26,39,68
3,6,12,32,64
24,29,42,44,63
18,42,53,62,66
8,27,44,51,61
15,35,42,63,68
15,26,37,53,55
28,35,38,61,66
7,15,39,40,57
14,22,26,55,63
23,26,27,28,66
14,17,35,38,60
15,28,46,62,64
3,23,32,37,58
19,22,52,56,67
3,20,48,54,59
5,12,50,61,69
14,27,29,59,65
1,5,25,63,67
12,29,34,53,65
5,18,33,43,65
6,14,36,51,54
4,8,10,43,53
15,23,34,51,55
37,43,44,45,53
1,9,22,36,68
14,19,39,47,51
11,27,31,36,67
6,17,24,53,57
11,20,41,42,56
4,8,30,52,59
14,41,50,56,57
9,32,37,41,56
5,12,20,21,47
12,21,22,29,32
18,21,24,30,60
10,13,30,51,69
35,41,44,58,59
8,32,47,53,59
3,6,45,66,68
14,37,47,55,67
1,19,31,48,61
22,29,35,53,56
5,26,36,64,69
19,43,47,60,68
13,23,32,35,68
7,9,26,44,68
4,8,23,46,65
40,43,45,50,61
13,17,24,59,62
1,5,16,22,54
3,6,11,14,66
4,18,21,26,38
8,11,14,16,49
5,35,38,42,57
9,13,42,48,60
17,23,28,34,38
6,15,34,45,52
3,32,34,42,61
1,2,39,43,66
7,10,20,44,57
2,10,25,66,67
7,17,33,61,68
6,8,9,37,40
1,45,53,64,66
6,16,23,30,61
5,23,28,56,66
2,29,41,45,62
6,32,35,36,65
3,27,30,63,65
1,15,17,46,66
4,17,26,32,49
12,21,23,39,67
15,33,43,59,60
16,19,25,32,49
21,52,54,64,68
16,20,37,44,62
24,25,52,60,66
10,14,50,53,63
30,34,39,53,67
18,36,45,47,69
5,6,45,55,59
6,10,21,35,46
1,19,25,27,68
21,31,42,49,59
4,6,14,20,32
27,49,50,51,52
29,30,41,48,64
2,8,14,24,69
1,2,3,7,39
5,13,28,38,63
10,17,18,43,65
2,12,16,29,54
8,12,20,21,32
23,25,47,48,50
5,8,41,65,66
14,29,31,56,61
7,36,48,57,58
6,19,37,49,59
3,7,15,27,69
8,12,42,46,56
12,42,51,53,62
5,25,38,52,67
21,28,30,40,59
15,29,31,37,43
8,38,43,52,55
4,9,21,29,64
14,32,34,46,61
9,11,36,37,38
10,11,47,55,58
4,19,59,68,69
11,33,51,56,58
7,14,23,38,55
6,8,20,52,68
7,42,49,62,69
5,29,34,53,57
26,28,34,42,50
15,21,24,32,65
7,25,39,40,47
8,12,13,19,27
3,21,45,53,56
16,54,57,62,69
3,57,64,68,69
11,14,32,43,65
8,23,27,42,60
1,22,27,53,67
41,53,59,63,66
9,17,34,59,64
1,2,7,30,50
24,61,63,64,69
4,39,48,50,51
2,18,19,24,34
6,28,48,63,64
3,13,20,32,33
6,15,50,59,60
11,54,55,61,66
25,41,53,57,67
20,25,54,57,63
1,7,45,47,69
24,34,52,61,67
12,15,28,47,48
5,43,56,62,68
10,21,30,43,63
3,11,38,44,58
5,22,32,38,58
22,27,46,56,65
2,18,41,44,64
9,23,56,58,68
1,10,27,28,36
22,41,42,49,67
19,21,27,46,47
1,10,43,45,64
4,7,15,41,44
3,9,20,42,61
7,28,37,62,63
16,29,43,45,56
4,14,23,27,56
9,45,57,58,65
13,20,38,45,55
6,10,15,25,36
23,28,41,53,56
23,25,37,44,64
17,23,26,46,68
1,21,31,45,49
20,54,56,61,64
3,6,9,17,56
17,19,21,22,51
22,42,45,55,56
11,16,38,50,69
14,29,36,57,61
5,14,31,40,50
20,22,28,45,50
17,18,39,56,64
40,50,54,62,69
9,10,12,17,23
17,19,26,61,62
16,18,27,55,67
2,17,20,38,39
8,24,42,54,64
8,24,52,55,61
6,8,26,52,53
10,33,45,53,56
3,4,18,29,61
22,57,59,60,66
6,12,24,41,68
43,44,54,61,69
6,13,19,36,51
13,17,25,36,40
12,30,59,65,69
24,25,38,62,63
7,15,31,34,36
13,26,39,44,62
37,39,44,46,69
1,13,27,41,59
23,34,35,40,47
15,23,27,48,53
4,7,14,46,59
17,21,26,47,54
5,9,11,33,64
26,28,47,49,58
3,33,37,51,57
14,25,35,58,69
7,24,33,49,50
12,61,30,29,33
2,18,37,39,42
28,36,41,51,58
3,9,16,56,60
1,3,13,15,44
1,20,61,64,69
9,35,37,50,63
2,24,28,51,58
25,36,37,55,60
19,20,50,55,62
28,30,32,36,58
24,26,28,59,63
8,13,27,53,54
35,37,46,51,61
17,28,31,32,39
23,32,44,48,50
4,6,16,30,56
12,14,20,21,34
12,14,26,48,51
3,6,19,26,44
27,35,38,57,66
18,22,29,54,57
14,41,42,45,69
30,49,54,66,69
32,37,56,66,69
1,3,13,19,69
10,49,61,63,65
22,23,62,63,66
8,12,25,41,64
8,10,21,23,25
24,45,55,56,57
39,48,53,67,68
17,18,24,25,31
17,24,35,57,63
6,20,29,57,59
8,14,32,58,67
6,21,41,52,62
19,28,43,67,69
7,15,32,38,66
6,7,16,23,26
17,19,39,43,68
9,15,43,60,64
20,24,26,35,49
12,30,36,47,62
11,21,28,33,45
1,16,54,63,69
1,28,40,45,48
7,19,21,42,69
5,32,44,53,60
50,51,59,61,63
9,40,63,64,66
1,2,18,23,61
8,10,29,40,59
4,9,16,54,68
19,42,45,48,53
29,37,46,53,68
10,22,32,36,58
14,46,61,65,68
10,13,32,53,62
5,22,43,57,63
5,21,57,66,69
3,9,21,41,54
4,33,39,46,60
5,10,28,55,67
28,32,33,38,62
5,22,45,47,54
4,11,39,45,48
17,20,32,63,68
29,31,46,56,62
11,21,31,41,59
17,18,49,59,66
22,23,24,45,62
1,15,18,26,51
21,39,41,48,63
1,19,37,40,52
5,22,26,45,61
8,14,61,63,68
23,36,51,53,60
8,20,46,53,54
9,32,36,44,65
8,15,31,36,62
18,31,32,45,48
2,9,27,29,42
13,25,44,54,67
16,30,41,48,53
1,26,41,50,57
23,33,42,46,59
2,18,19,22,63
10,16,40,52,55
6,32,47,62,65
10,13,28,52,61
3,7,9,31,33
5,28,33,38,42
5,9,17,37,64
14,20,42,49,66
6,13,16,17,52
9,43,57,60,64
12,20,39,49,69
18,28,62,66,68
23,25,45,52,67
9,40,41,53,58
23,55,59,64,69
1,3,13,16,43
3,12,24,37,63
16,17,29,41,42
1,3,28,57,67
16,23,30,44,58
28,38,42,51,52
25,33,40,54,68
1,8,16,40,48
18,26,37,39,66
12,21,32,44,66
41,48,49,53,64
8,10,26,27,33
3,14,18,25,45
17,19,21,37,44
7,32,41,47,61
16,24,28,43,61
28,41,61,63,65
8,17,20,27,52
1,25,28,31,54
21,31,50,51,69
13,18,37,54,61
19,20,21,42,48
2,3,16,48,56
1,28,33,55,56
10,16,38,43,63
23,49,57,64,67
16,30,34,37,44
3,54,61,64,68
8,18,27,29,60
2,12,50,61,64
30,38,52,53,62
7,15,20,29,41
1,28,63,67,69
9,19,51,55,62
10,11,23,28,31
3,17,49,55,68
22,23,29,33,55
7,39,50,59,67
5,10,24,56,61
4,32,48,49,63
9,11,25,64,65
3,6,21,60,68
33,44,49,50,52
38,44,60,64,69
23,56,61,64,67
20,33,36,47,52
9,11,27,66,67
11,17,21,23,32
10,47,50,65,68
5,7,23,35,39
6,25,35,58,66
11,17,40,50,62
3,15,29,54,57
10,28,32,61,64
2,24,31,57,66
10,34,39,59,63
23,29,37,60,64
3,27,36,56,69
14,40,42,43,52
2,23,41,53,63
4,22,24,31,33
20,27,36,41,58
12,25,37,60,69
16,20,22,43,64
23,30,33,40,69
6,33,34,58,59
11,24,41,59,64
5,7,9,23,32
23,25,39,54,67
13,27,47,64,65
20,32,52,66,69
5,25,26,44,66
30,47,57,66,69
3,12,16,32,34
2,25,33,39,64
19,35,46,59,62
12,25,30,52,62
3,18,25,32,51
30,33,35,38,64
14,22,23,41,61
4,28,49,60,65
9,28,30,40,61
24,44,53,55,63
11,23,42,52,68
5,8,15,22,49
11,23,43,54,60
10,12,13,46,50
11,28,50,57,62
14,23,32,34,68
3,27,34,59,69
12,13,44,52,62
10,11,21,22,53
21,31,64,65,67
11,12,15,16,54
7,17,27,29,40
7,15,18,19,36
2,3,40,50,62
4,13,31,36,52
26,28,31,60,67
5,12,16,31,43
3,12,40,52,67
22,32,34,40,69
5,39,44,47,69
3,51,52,61,64
4,8,19,27,34
16,19,32,34,57
2,11,47,62,63
5,6,15,29,42
12,36,38,54,61
27,40,44,59,65
16,38,55,63,67
28,30,41,59,68
9,10,32,42,55
2,14,19,30,62
7,10,16,46,56
13,27,33,47,68
14,18,19,32,64
2,6,47,66,67
16,29,53,58,69
37,47,50,52,57
17,40,41,46,69
14,22,37,45,66
4,26,32,55,64
7,16,25,50,53
2,12,17,20,65
9,20,25,47,68
4,54,56,62,63
20,31,56,60,64
30,32,42,56,57
48,49,57,62,69
15,20,29,31,40
12,27,29,43,68
18,30,40,48,52
