Win Num 1,Win Num 2,Win Num 3,Win Num 4,Win Num 5
6,17,32,45,47
11,21,31,52,57
12,15,33,34,44
11,18,30,32,44
7,14,27,28,39
4,11,14,15,60
1,36,40,54,55
6,29,33,44,56
12,21,28,46,56
2,9,15,45,57
1,2,26,47,56
25,34,35,46,59
10,14,40,46,49
17,21,31,49,51
1,25,35,42,51
13,14,27,47,48
14,15,22,35,41
6,7,11,14,36
26,30,40,53,54
1,4,16,30,40
7,9,15,16,43
19,26,48,51,53
14,18,42,43,51
13,16,34,46,55
8,10,36,45,60
15,20,36,44,46
6,13,15,22,51
23,44,46,49,56
3,15,42,45,50
3,11,18,23,49
2,27,48,55,60
17,18,21,44,50
1,30,42,47,52
21,32,36,39,53
3,8,11,30,48
6,21,49,53,55
27,40,45,46,60
2,11,25,40,44
3,10,16,35,38
26,30,35,36,58
14,16,17,24,43
22,43,49,50,57
6,15,35,44,59
9,27,40,48,58
5,15,24,30,59
32,36,38,42,54
1,9,40,53,58
6,8,16,23,57
5,7,15,24,37
2,11,29,44,59
2,8,35,41,47
17,33,42,43,55
1,19,20,25,36
8,32,39,58,60
10,22,26,28,39
2,17,26,44,46
7,30,39,44,48
36,40,53,55,56
4,7,19,26,47
41,43,45,59,60
22,32,33,35,43
11,13,28,58,59
3,13,32,41,42
7,17,42,50,51
1,3,26,27,44
17,20,23,46,57
18,23,25,49,51
7,8,16,20,35
16,21,28,45,51
14,16,18,25,46
1,9,25,38,57
14,32,37,43,56
17,28,36,40,60
19,32,38,51,57
4,23,54,56,57
8,15,16,41,55
2,28,29,45,46
14,21,24,49,60
5,13,19,41,57
18,21,37,49,57
23,44,48,50,60
2,19,26,36,55
4,9,18,20,56
19,27,40,41,58
6,11,41,49,58
20,22,40,50,53
1,12,22,33,42
19,22,29,36,60
8,30,37,58,59
8,18,20,22,28
3,15,27,52,54
4,5,8,25,47
10,15,21,49,50
22,23,41,55,58
4,15,27,45,54
5,7,21,22,41
11,22,32,34,48
2,9,13,44,60
1,11,27,45,47
20,42,46,57,59
14,30,37,39,47
7,8,10,33,49
16,31,35,36,37
3,13,16,34,45
4,11,13,14,54
3,9,25,46,49
28,49,56,58,59
15,17,20,33,34
5,26,32,46,50
4,25,39,44,60
1,31,34,38,47
17,21,32,36,52
4,9,19,31,52
10,24,27,59,60
27,31,40,52,53
5,16,18,42,43
7,26,35,39,50
6,15,25,48,59
8,12,17,21,34
2,22,32,45,59
9,27,38,41,53
18,23,40,41,44
12,28,34,47,49
3,4,13,23,47
4,8,40,42,50
8,25,35,54,58
18,26,36,37,38
7,17,22,24,31
10,12,17,43,50
21,24,34,39,46
10,22,34,50,55
1,23,30,45,53
5,14,18,23,51
8,14,19,44,45
13,14,16,24,30
14,20,50,56,57
1,34,41,43,53
44,47,52,53,55
6,15,18,25,49
5,24,26,40,52
1,41,42,47,58
3,8,9,24,39
21,26,35,58,59
3,29,38,45,53
2,7,28,30,52
18,25,31,45,58
5,14,18,27,46
10,17,22,24,44
29,32,42,51,57
1,14,16,41,52
24,40,49,54,57
4,25,37,56,57
20,37,38,49,55
2,21,22,28,46
5,10,11,52,59
11,27,45,46,50
1,19,41,42,47
4,21,23,29,59
8,21,54,56,59
29,30,31,53,54
14,26,33,42,60
6,12,18,20,22
7,30,39,55,56
20,28,37,41,44
4,8,24,50,56
11,17,20,22,52
8,14,43,51,59
2,6,10,37,42
15,22,32,35,56
23,29,38,39,58
27,30,35,38,43
4,24,26,27,32
1,42,43,57,60
18,21,36,41,48
3,6,13,22,57
8,17,19,28,44
21,34,40,49,50
8,18,43,52,59
19,21,22,35,48
4,11,30,31,46
11,32,34,52,60
9,17,21,25,34
28,31,40,52,54
12,20,30,34,47
23,38,42,54,60
1,6,15,17,36
29,31,39,48,57
13,14,16,23,60
1,18,21,43,50
10,34,53,55,59
2,7,23,26,51
5,10,17,41,45
4,7,19,26,57
6,11,14,31,57
7,12,24,38,60
11,29,40,53,57
11,19,22,24,40
13,27,38,42,53
4,5,14,17,24
12,15,22,50,55
8,14,42,46,58
10,13,21,31,41
3,36,44,53,56
7,8,12,14,39
12,21,35,43,46
9,21,24,42,44
2,13,29,40,44
8,17,24,33,48
6,11,12,29,38
13,28,38,46,48
1,5,21,25,60
4,5,13,52,58
13,24,32,40,49
1,9,12,39,51
6,8,22,30,39
7,23,26,48,56
5,22,26,41,42
20,35,44,50,51
1,15,20,34,56
11,19,31,50,58
6,10,11,19,40
18,31,34,43,55
6,15,29,48,56
10,28,51,54,57
2,29,30,37,41
20,38,40,47,49
5,19,22,50,54
14,17,20,40,47
7,14,46,48,58
11,45,50,52,59
25,41,57,59,60
20,37,43,45,50
13,14,15,35,42
9,26,29,42,59
15,23,44,46,54
10,12,16,17,32
3,15,30,32,39
21,31,34,38,47
11,33,42,54,57
7,23,28,42,47
3,9,18,19,20
11,15,21,52,58
19,31,33,36,37
9,12,17,22,37
4,13,15,19,26
2,13,14,29,39
13,17,27,39,50
5,11,22,27,41
2,11,13,43,59
11,12,33,36,49
11,19,31,36,37
6,21,29,57,58
12,21,23,25,57
6,7,29,44,50
6,8,48,57,60
14,27,34,36,45
24,33,39,40,46
4,6,16,17,18
7,30,47,50,58
8,30,46,47,50
21,24,30,31,33
10,22,44,45,59
4,7,34,50,54
10,15,32,37,50
7,14,15,19,45
8,11,21,36,39
8,12,18,54,58
11,12,26,27,32
13,23,38,48,59
2,11,19,27,30
10,15,28,36,48
16,17,27,31,43
24,27,42,44,50
1,19,31,35,55
4,9,45,57,60
21,37,41,43,60
5,13,14,26,59
2,7,9,20,55
27,45,46,48,60
12,19,22,42,56
25,31,38,48,49
12,24,35,42,54
4,10,20,45,54
10,27,30,38,46
13,23,26,32,35
25,31,47,48,59
16,21,32,41,56
10,15,23,35,59
3,30,38,40,60
8,12,17,25,36
6,8,27,33,39
2,4,5,12,22
1,12,28,47,49
7,10,15,17,30
6,26,30,39,41
27,29,33,34,57
14,32,39,41,59
3,12,18,29,33
12,16,20,34,40
26,29,30,33,36
3,6,29,42,59
18,28,41,43,48
9,11,15,31,44
8,22,34,44,45
10,17,31,35,51
1,2,20,37,56
2,15,18,23,53
7,15,32,52,59
10,18,24,27,57
24,27,28,38,53
11,14,20,22,32
1,19,27,44,46
14,35,41,43,60
6,22,36,37,50
6,7,30,32,39
9,15,34,35,59
14,33,39,46,59
7,11,36,40,50
9,12,29,44,57
6,18,21,51,52
1,8,17,20,56
10,28,36,38,45
18,20,43,45,60
12,20,34,35,56
12,15,27,45,46
4,6,9,50,59
4,14,16,31,47
6,10,37,46,52
1,16,39,41,58
7,23,37,49,52
2,26,29,35,53
5,8,42,45,47
14,33,36,50,51
1,3,35,37,42
2,9,34,43,52
8,18,30,44,49
26,31,34,40,52
16,24,39,48,51
5,14,20,31,42
4,14,41,42,54
2,14,25,32,35
5,14,35,47,51
31,36,45,56,60
24,37,42,57,58
1,2,20,36,37
17,18,23,28,33
10,25,33,37,53
23,24,30,34,58
11,25,34,42,53
3,7,16,45,52
14,15,26,29,52
4,13,16,34,40
18,25,31,33,42
14,39,44,45,53
1,6,19,58,59
1,13,21,30,41
12,15,29,45,56
2,31,40,52,53
13,19,35,48,52
24,33,35,39,40
2,12,28,50,60
13,16,28,36,56
11,23,34,39,54
5,7,11,17,41
19,20,22,31,35
2,3,18,43,49
19,30,38,41,55
10,27,40,45,49
14,19,26,36,43
7,20,30,41,56
20,25,38,49,51
12,18,23,29,46
19,20,47,56,60
19,20,32,35,49
12,16,42,44,59
15,31,43,45,54
7,24,38,48,51
16,17,18,37,58
11,29,32,51,60
4,8,35,40,54
4,25,26,35,36
5,11,40,55,59
14,27,46,52,57
10,18,25,27,56
4,9,21,27,40
12,14,20,28,51
11,13,23,49,58
9,17,18,28,38
3,25,35,46,57
1,2,25,48,53
16,22,33,44,51
6,10,14,31,59
9,21,27,48,56
8,16,45,48,57
4,26,30,38,59
13,16,22,40,49
19,21,24,28,30
13,31,37,39,57
11,23,27,45,49
25,34,36,49,57
13,34,39,45,60
16,32,33,42,53
6,15,21,33,42
16,27,42,49,57
1,4,8,10,37
11,19,25,35,59
2,38,44,52,57
25,31,48,56,57
20,21,36,47,53
12,29,32,38,60
1,5,15,27,46
1,18,21,23,32
14,22,32,34,52
4,26,44,56,57
3,36,42,51,58
28,35,36,42,53
37,44,55,59,60
12,21,23,24,36
2,19,28,29,30
11,28,40,48,57
9,17,23,37,47
31,33,35,37,50
10,15,21,25,30
3,24,43,47,51
19,29,45,51,52
5,6,16,22,33
32,36,47,55,57
3,9,22,44,47
19,27,46,49,50
5,43,46,49,52
18,30,41,48,54
28,32,40,41,44
5,12,13,14,26
1,10,17,32,39
10,18,37,38,51
15,23,26,32,57
29,35,42,48,49
4,6,7,33,53
12,21,26,33,38
8,13,14,44,52
13,16,36,38,53
2,15,19,41,43
15,20,29,37,55
11,25,40,53,59
24,32,35,43,55
19,24,38,40,60
2,8,13,38,48
3,31,39,57,59
8,9,19,22,23
3,31,33,43,44
5,6,14,35,51
18,26,33,58,59
2,6,11,13,56
16,35,37,50,55
25,39,42,49,55
27,31,39,45,48
22,40,47,52,59
1,7,16,44,47
19,27,33,57,59
27,35,38,52,57
4,17,23,27,38
8,9,24,32,36
30,37,40,58,60
3,45,52,56,58
16,22,50,52,57
8,18,21,28,46
11,21,32,33,54
3,12,39,52,57
20,27,32,41,55
6,19,32,35,47
6,36,49,51,54
6,9,44,51,54
21,22,24,28,41
4,17,27,35,49
1,16,43,58,60
6,8,47,52,54
12,16,32,36,51
8,18,33,38,53
2,16,23,48,60
1,7,45,50,53
26,44,49,51,54
15,16,20,42,57
27,40,42,55,57
12,27,52,57,60
2,7,21,32,37
21,26,39,55,57
10,17,26,51,52
6,16,25,40,49
3,5,18,28,31
9,19,26,27,57
6,21,26,41,48
24,25,32,40,48
5,9,16,53,57
4,12,37,46,60
21,44,45,53,58
3,26,27,34,36
9,21,22,37,59
10,17,25,35,44
28,33,38,50,59
2,16,41,55,58
9,26,31,47,58
4,6,12,20,51
13,14,15,16,41
1,3,13,28,49
5,12,24,42,59
7,15,31,48,56
2,3,7,19,49
5,28,35,39,60
10,13,33,36,58
2,27,35,46,55
19,36,41,46,55
10,31,32,41,60
2,5,24,44,57
11,17,18,26,54
19,21,26,39,52
21,23,25,34,51
31,33,39,48,50
9,16,42,54,58
4,9,35,40,57
29,30,35,51,55
1,8,19,39,50
4,23,26,37,56
9,30,35,38,59
2,12,25,56,57
18,24,44,46,49
4,11,22,33,36
15,18,46,48,50
16,41,46,52,57
1,6,14,18,33
13,19,42,52,56
12,14,22,23,32
4,8,13,40,59
13,19,22,35,50
13,14,35,38,40
6,10,21,44,50
7,16,30,34,46
2,11,20,27,41
4,22,24,52,59
4,29,40,41,47
9,10,32,52,60
25,33,40,50,53
24,30,50,52,55
13,18,27,28,60
24,28,40,50,54
2,37,54,56,60
6,9,16,20,25
14,20,21,30,47
1,9,20,49,56
4,14,33,35,37
37,42,44,45,52
6,21,25,56,57
32,40,41,54,56
9,33,37,47,55
3,5,26,35,60
8,15,24,41,49
2,5,8,37,41
31,43,44,46,58
7,18,29,39,40
5,7,24,29,31
1,21,23,50,55
6,15,23,47,56
10,18,22,38,54
8,24,31,39,44
8,15,19,39,55
1,16,28,38,41
3,6,29,58,60
5,14,21,38,42
10,11,26,27,57
6,27,44,51,52
9,12,34,40,43
19,22,43,46,54
21,25,31,54,57
40,44,46,51,54
5,7,14,29,40
6,30,33,49,52
1,4,26,31,36
16,25,34,47,51
6,14,25,28,33
4,7,9,10,41
19,21,29,52,56
13,19,22,36,55
8,24,47,48,56
16,21,23,24,58
2,8,24,26,43
18,20,45,57,60
2,5,11,35,59
10,32,41,42,51
3,18,23,50,53
11,20,26,56,57
9,12,13,39,54
21,39,41,45,58
26,29,41,57,60
5,7,17,19,33
10,25,29,31,60
13,39,41,48,50
9,28,44,46,53
3,13,33,41,48
6,35,36,38,39
10,19,38,52,60
1,9,15,30,41
1,27,29,41,44
5,32,45,46,54
1,9,12,13,20
5,14,28,39,40
1,3,6,25,48
3,10,21,28,51
18,25,30,41,49
5,12,19,44,46
1,8,15,21,48
18,29,40,42,56
7,8,18,33,52
12,16,40,54,60
12,16,54,56,58
3,23,29,33,46
10,21,35,46,48
11,21,39,40,60
3,9,14,41,46
8,9,25,35,52
1,31,40,49,55
8,15,16,23,41
7,14,51,55,58
11,28,45,47,52
36,50,51,52,55
3,29,37,42,46
37,40,49,53,55
16,34,39,42,51
9,16,25,27,32
12,20,22,55,59
8,11,12,13,23
4,18,26,34,42
2,12,15,33,46
10,21,44,53,58
11,30,33,47,60
18,46,48,50,54
25,42,48,49,53
2,19,37,52,56
4,10,11,34,59
4,9,20,33,43
5,14,20,23,37
6,23,31,44,48
3,6,29,32,35
1,4,9,21,51
5,10,13,43,52
9,10,15,28,46
10,27,41,51,58
5,29,30,35,39
6,9,16,47,54
12,13,32,36,53
9,14,15,36,54
22,39,45,51,53
3,28,33,43,51
29,36,46,50,60
21,38,48,54,56
20,27,31,37,39
3,26,27,38,51
6,10,14,28,58
3,27,28,37,59
1,4,11,46,52
2,16,31,36,56
1,18,28,32,36
1,5,26,40,59
5,9,24,54,58
5,8,13,15,32
32,37,40,41,43
10,13,26,34,55
33,36,45,51,56
10,22,33,38,54
6,22,33,36,56
11,31,39,42,46
6,12,30,34,58
7,15,19,21,49
3,23,30,55,58
9,12,15,28,58
12,18,31,39,60
1,2,13,44,51
4,6,40,41,60
15,16,30,49,58
22,23,35,43,45
31,39,49,55,59
1,3,8,22,37
15,23,24,29,48
2,24,26,35,43
24,26,29,43,52
4,10,22,38,46
20,30,47,50,55
18,27,29,55,58
15,18,23,36,44
5,24,37,47,52
8,9,16,33,37
3,10,11,21,46
3,4,12,18,50
17,20,22,32,56
15,18,20,21,52
4,20,39,40,60
2,14,17,26,55
18,24,50,52,59
16,27,43,48,56
6,14,26,35,48
2,10,14,28,31
6,10,21,38,48
16,26,38,42,56
9,12,28,48,57
22,23,40,46,55
1,8,17,38,47
9,20,22,53,57
8,10,14,15,35
7,8,34,55,56
4,11,21,34,38
4,25,26,44,58
14,19,25,27,39
7,13,34,38,59
9,32,34,35,52
3,5,28,33,42
7,20,35,52,60
16,46,51,52,54
8,24,32,34,46
9,13,30,36,40
18,35,46,47,51
3,5,23,37,46
19,26,54,55,60
6,8,9,10,42
29,34,39,47,54
20,33,37,45,48
31,35,48,57,58
16,19,29,42,50
15,28,33,39,50
10,36,45,46,60
7,37,47,53,55
8,30,31,43,51
34,39,44,50,53
9,11,27,45,58
16,21,43,56,58
15,41,56,57,59
20,31,39,42,46
5,21,31,45,47
5,8,32,34,57
7,17,31,47,51
6,27,37,50,57
33,47,49,50,57
